id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,CIPRO,CEFTRIAXONE,AMOXICILLIN
GENOME_1526,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,3,5,5,6,2,5,7,1,2,7,2,10,0,9,7,0.37,0.3,0.98,0.86,0.15,0.76,0.23,0.38,0.25,0.84,S,S,S
GENOME_1527,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,8,4,5,10,4,10,1,1,2,9,2,4,1,9,2,0.06,0.83,0.21,0.74,0.07,0.78,0.07,0.68,0.03,0.83,I,S,S
GENOME_1528,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,2,1,5,9,2,5,5,3,0,10,2,6,0,6,6,0.5,0.59,0.52,0.16,0.08,0.69,0.51,0.45,0.05,0.69,S,S,S
GENOME_1529,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,8,5,8,9,3,4,1,3,8,5,3,2,0,4,2,0.39,0.75,0.46,0.61,0.14,0.83,0.12,0.77,0.1,0.92,S,S,S
GENOME_1530,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,3,0,3,3,1,1,1,9,6,2,7,1,3,1,0.33,0.73,0.95,0.52,0.03,0.78,0.19,0.61,0.05,0.89,S,I,R
GENOME_1531,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,4,0,6,4,0,3,1,8,9,0,10,0,1,6,0.18,0.51,0.82,0.67,0.4,0.96,0.09,0.74,0.33,0.87,S,S,S
GENOME_1532,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,4,1,4,9,0,4,7,2,8,10,0,8,0,4,7,0.15,0.9,0.08,0.84,0.75,0.7,0.37,0.59,0.18,0.92,S,R,S
GENOME_1533,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,4,0,0,4,1,7,1,1,8,10,5,0,2,7,8,0.36,0.88,0.3,0.88,0.34,0.84,0.34,0.66,0.41,0.78,S,R,S
GENOME_1534,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,10,1,8,2,2,9,3,2,7,5,5,0,2,1,0,0.41,0.77,0.15,0.49,0.25,0.83,0.19,0.26,0.18,0.96,S,S,S
GENOME_1535,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,5,2,3,5,0,4,2,1,4,4,2,8,1,0,8,0.32,0.9,0.66,0.33,0.16,0.97,0.23,0.54,0.16,0.87,S,S,S
GENOME_1536,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,9,5,1,5,3,2,5,0,10,5,3,9,0,5,1,0.21,0.52,0.21,0.85,0.09,0.71,0.07,0.68,0.08,0.72,R,S,I
GENOME_1537,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,6,1,2,5,3,2,1,1,8,4,1,0,2,0,2,0.08,0.95,0.09,0.41,0.05,0.83,0.16,0.54,0.19,0.87,S,S,S
GENOME_1538,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,3,0,8,5,0,1,3,2,6,4,4,1,1,8,7,0.18,0.46,0.52,0.73,0.35,0.97,0.12,0.43,0.18,0.98,S,S,R
GENOME_1539,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,3,1,7,10,0,6,2,2,1,9,2,2,2,7,1,0.31,0.73,0.52,0.52,0.31,0.95,0.21,0.42,0.03,0.9,I,R,S
GENOME_1540,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,8,0,2,2,3,1,5,0,6,3,6,6,2,3,6,0.23,0.83,0.03,0.04,0.05,0.82,0.1,0.3,0.01,0.98,S,R,S
GENOME_1541,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,3,5,7,10,2,5,2,2,3,8,2,9,0,6,10,0.35,0.83,0.52,0.41,0.06,0.83,0.65,0.52,0.11,0.87,S,I,R
GENOME_1542,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,7,0,3,8,2,7,4,3,6,7,5,2,2,9,7,0.28,0.41,0.6,0.48,0.11,0.99,0.47,0.43,0.07,0.84,R,S,I
GENOME_1543,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,9,2,5,6,0,7,5,0,6,10,6,8,2,3,9,0.32,0.76,0.84,0.58,0.65,0.94,0.12,0.57,0.28,0.98,S,R,S
GENOME_1544,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,2,3,3,4,1,3,1,2,6,4,1,0,5,4,0.26,0.7,0.84,0.06,0.21,0.79,0.05,0.37,0.0,0.52,S,S,S
GENOME_1545,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,3,4,4,5,3,5,1,1,2,10,6,2,1,9,10,0.23,0.59,0.61,0.24,0.03,0.79,0.07,0.76,0.05,0.78,S,S,S
GENOME_1546,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,8,5,1,2,3,1,9,4,1,8,0,6,2,0.09,0.68,0.62,0.76,0.31,0.79,0.17,0.51,0.02,0.8,S,S,R
GENOME_1547,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,10,0,1,5,3,8,6,2,9,4,5,5,0,8,10,0.12,0.57,0.08,0.43,0.44,0.93,0.08,0.25,0.3,0.68,I,S,S
GENOME_1548,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,9,0,8,3,2,2,3,1,5,10,2,10,1,1,8,0.19,0.76,0.34,0.36,0.39,0.68,0.02,0.82,0.12,0.84,S,S,S
GENOME_1549,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,4,2,9,2,0,3,1,1,9,2,10,2,9,7,0.75,0.93,0.39,0.59,0.61,0.91,0.22,0.51,0.62,0.6,R,S,S
GENOME_1550,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,3,4,5,1,8,5,1,7,9,1,8,0,7,2,0.08,0.38,0.59,0.39,0.07,0.81,0.04,0.67,0.02,0.92,S,S,S
GENOME_1551,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,6,2,6,10,2,7,5,3,7,10,4,4,0,8,7,0.26,0.86,0.58,0.32,0.35,0.94,0.17,0.49,0.14,0.97,S,I,S
GENOME_1552,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,9,2,1,3,1,1,4,3,3,3,0,3,0,3,2,0.07,0.91,0.88,0.37,0.71,0.46,0.1,0.43,0.0,0.86,S,R,S
GENOME_1553,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,6,0,3,8,2,9,6,3,1,6,6,1,1,7,5,0.31,0.65,0.53,0.6,0.27,0.77,0.38,0.34,0.02,0.43,S,S,S
GENOME_1554,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,8,4,0,6,1,9,2,1,8,4,2,0,0,9,0,0.05,0.65,0.1,0.45,0.76,0.97,0.42,0.65,0.15,0.96,S,S,S
GENOME_1555,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3,0,2,6,4,2,6,1,8,7,2,10,0,4,3,0.2,0.56,0.23,0.65,0.89,0.92,0.19,0.48,0.18,0.89,S,S,S
GENOME_1556,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,4,2,5,8,3,6,7,2,1,9,5,4,1,8,7,0.35,0.85,0.89,0.24,0.09,0.87,0.2,0.54,0.42,0.87,S,S,S
GENOME_1557,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,2,5,1,5,2,5,3,2,9,9,3,0,2,1,5,0.16,0.87,0.4,0.23,0.43,0.68,0.06,0.63,0.19,0.76,S,R,I
GENOME_1558,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,6,4,7,4,0,7,4,2,3,7,1,5,0,0,10,0.19,0.92,0.74,0.42,0.38,0.8,0.28,0.65,0.16,0.9,S,S,R
GENOME_1559,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,4,1,6,10,1,9,4,2,0,3,2,10,2,9,4,0.3,0.92,0.9,0.41,0.41,0.91,0.13,0.56,0.18,0.97,S,S,S
GENOME_1560,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,8,2,2,4,1,4,5,1,5,4,3,5,1,5,5,0.2,0.7,0.89,0.27,0.12,0.7,0.16,0.32,0.3,0.89,S,S,S
GENOME_1561,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,6,1,0,6,1,4,2,2,10,6,5,6,2,3,6,0.32,0.97,0.67,0.57,0.13,0.97,0.57,0.67,0.31,0.83,R,S,S
GENOME_1562,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,3,3,3,3,2,1,4,0,10,3,5,8,1,5,0,0.12,0.6,0.65,0.16,0.11,0.76,0.32,0.51,0.36,0.96,S,S,I
GENOME_1563,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,6,1,3,8,3,5,1,1,10,3,0,5,1,6,2,0.26,0.47,0.16,0.13,0.52,0.89,0.13,0.56,0.04,0.94,I,I,I
GENOME_1564,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,4,4,8,0,10,4,1,0,9,1,2,2,8,0,0.26,0.87,0.32,0.8,0.81,0.84,0.23,0.33,0.03,0.63,S,R,S
GENOME_1565,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,2,6,1,10,5,0,6,5,6,7,2,0,8,0.11,0.48,0.12,0.71,0.78,0.86,0.08,0.4,0.12,0.93,S,R,S
GENOME_1566,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,3,1,9,1,4,3,2,8,10,0,4,0,2,3,0.02,0.65,0.13,0.78,0.37,0.91,0.3,0.43,0.12,0.72,S,S,S
GENOME_1567,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,4,2,1,10,1,8,5,0,8,3,3,7,1,1,1,0.39,0.41,0.18,0.19,0.06,0.94,0.03,0.36,0.04,0.93,S,S,S
GENOME_1568,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,4,3,7,5,1,2,7,2,10,5,5,7,2,4,10,0.49,0.7,0.87,0.43,0.32,0.9,0.21,0.63,0.09,0.38,I,R,R
GENOME_1569,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,6,4,6,3,0,4,5,0,1,10,4,2,0,9,4,0.32,0.55,0.58,0.86,0.19,0.6,0.16,0.67,0.17,0.73,S,I,S
GENOME_1570,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,8,5,0,3,1,2,2,1,10,9,5,6,1,7,1,0.21,0.94,0.31,0.69,0.24,0.76,0.18,0.51,0.46,0.86,S,S,S
GENOME_1571,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,9,5,8,5,0,8,6,2,7,9,1,3,0,4,6,0.45,0.42,0.06,0.49,0.6,0.89,0.14,0.28,0.05,0.97,I,S,S
GENOME_1572,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,8,1,2,7,0,8,1,2,10,5,4,8,0,7,3,0.14,0.83,0.68,0.65,0.07,0.78,0.24,0.52,0.18,0.9,S,S,S
GENOME_1573,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,5,1,2,7,1,9,1,2,2,8,3,6,1,2,4,0.08,0.6,0.82,0.54,0.1,0.87,0.5,0.15,0.12,0.98,I,I,R
GENOME_1574,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,6,4,0,3,4,6,6,1,4,4,1,9,0,9,8,0.31,0.91,0.18,0.81,0.27,0.78,0.28,0.48,0.03,0.7,I,S,S
GENOME_1575,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,7,0,3,2,0,0,2,2,3,7,2,1,2,0,1,0.31,0.48,0.95,0.42,0.27,0.83,0.27,0.74,0.27,0.9,S,S,S
GENOME_1576,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,3,4,1,3,4,8,7,0,5,10,3,0,0,3,10,0.29,0.73,0.9,0.26,0.12,0.7,0.12,0.34,0.06,0.57,R,S,I
GENOME_1577,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,6,4,2,9,0,8,2,2,10,6,5,5,0,2,4,0.09,0.62,0.03,0.27,0.12,0.76,0.15,0.29,0.05,0.9,I,S,S
GENOME_1578,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,5,3,0,6,2,9,4,2,6,8,3,5,1,7,3,0.58,0.69,0.05,0.55,0.53,0.94,0.17,0.54,0.24,0.98,I,R,S
GENOME_1579,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,7,3,2,4,1,4,7,1,8,10,0,9,2,7,2,0.29,0.5,0.12,0.55,0.04,0.82,0.27,0.81,0.1,0.68,R,R,S
GENOME_1580,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,4,3,10,2,10,6,0,9,3,4,4,2,7,10,0.13,0.77,0.36,0.56,0.21,0.65,0.24,0.53,0.6,0.96,S,I,S
GENOME_1581,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,4,2,5,8,0,1,1,0,4,10,5,1,2,2,0,0.24,0.95,0.73,0.28,0.16,0.45,0.22,0.67,0.08,0.65,S,S,S
GENOME_1582,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2,1,2,9,2,0,5,0,1,10,6,8,2,7,5,0.56,0.86,0.08,0.19,0.15,0.59,0.06,0.55,0.02,0.99,S,S,S
GENOME_1583,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,8,4,5,7,1,1,6,2,3,8,5,5,0,5,6,0.32,0.92,0.47,0.5,0.05,0.96,0.13,0.56,0.38,0.97,S,S,S
GENOME_1584,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,8,0,1,8,1,3,4,3,1,4,1,3,2,7,0,0.34,0.91,0.3,0.19,0.22,0.77,0.3,0.44,0.35,0.93,S,S,I
GENOME_1585,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,2,1,7,4,0,3,1,3,0,10,5,6,2,8,5,0.47,0.89,0.2,0.1,0.2,0.93,0.63,0.64,0.2,0.9,S,I,S
GENOME_1586,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,9,2,4,2,0,0,7,2,1,6,1,8,1,0,0,0.17,0.71,0.04,0.4,0.62,0.87,0.15,0.65,0.45,0.91,S,I,S
GENOME_1587,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,4,0,2,4,7,7,1,10,3,2,7,2,0,5,0.39,0.62,0.85,0.93,0.4,0.91,0.24,0.27,0.17,0.99,S,S,S
GENOME_1588,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,4,5,5,2,3,9,7,1,6,7,1,0,1,3,3,0.24,0.88,0.48,0.67,0.07,0.69,0.19,0.58,0.07,0.72,S,R,S
GENOME_1589,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,3,2,2,8,2,7,6,2,1,7,2,2,2,0,5,0.5,0.89,0.08,0.27,0.53,0.65,0.26,0.62,0.27,0.89,S,S,S
GENOME_1590,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,6,5,3,3,4,7,3,0,3,5,1,9,0,8,0,0.48,0.61,0.85,0.63,0.72,0.81,0.27,0.54,0.23,0.56,I,I,R
GENOME_1591,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,7,1,7,7,2,4,5,0,4,5,6,1,2,8,0,0.38,0.4,0.28,0.44,0.07,0.91,0.27,0.41,0.09,0.81,S,S,I
GENOME_1592,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,3,0,7,2,1,9,7,2,2,9,5,2,1,6,2,0.42,0.69,0.76,0.39,0.35,0.75,0.23,0.84,0.09,0.95,S,R,S
GENOME_1593,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,2,1,7,9,0,1,6,0,3,6,0,4,2,1,5,0.21,0.86,0.18,0.81,0.37,0.47,0.41,0.43,0.67,0.82,I,I,S
GENOME_1594,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,8,5,4,6,2,3,7,0,9,3,5,5,0,3,2,0.22,0.58,0.18,0.62,0.13,0.73,0.19,0.55,0.07,0.96,R,S,S
GENOME_1595,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,7,5,0,10,3,0,5,3,2,5,3,2,1,3,6,0.06,0.8,0.96,0.77,0.56,0.96,0.18,0.2,0.18,0.99,S,S,S
GENOME_1596,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,10,1,8,4,1,9,4,3,7,4,1,1,0,9,10,0.24,0.75,0.68,0.36,0.01,0.81,0.1,0.36,0.54,0.8,I,S,S
GENOME_1597,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,10,5,8,3,1,0,1,2,9,8,3,4,2,4,3,0.53,0.5,0.14,0.22,0.11,0.76,0.45,0.55,0.1,0.84,I,S,I
GENOME_1598,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,6,4,7,9,4,9,2,3,7,10,4,3,2,4,8,0.11,0.87,0.28,0.56,0.24,0.82,0.23,0.66,0.34,0.87,R,R,S
GENOME_1599,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,10,1,2,6,3,2,3,3,2,8,3,4,1,7,6,0.77,0.32,0.39,0.62,0.13,0.64,0.27,0.48,0.25,0.74,R,S,S
GENOME_1600,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,7,4,5,2,1,3,5,1,8,10,4,9,0,2,3,0.18,0.52,0.35,0.6,0.06,0.82,0.21,0.3,0.3,0.79,I,S,R
GENOME_1601,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,7,4,6,7,3,10,2,2,8,8,1,3,0,6,8,0.2,0.82,0.19,0.56,0.11,0.84,0.02,0.56,0.07,0.71,I,R,S
GENOME_1602,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,9,5,3,4,0,10,2,1,6,9,6,3,1,0,4,0.16,0.78,0.36,0.5,0.2,0.87,0.12,0.74,0.04,1.0,S,R,I
GENOME_1603,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,7,5,6,9,3,2,2,3,0,5,0,7,2,0,3,0.24,0.61,0.56,0.41,0.11,0.85,0.33,0.53,0.23,0.47,S,S,S
GENOME_1604,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,10,2,8,7,4,10,2,3,9,6,0,5,2,2,1,0.53,0.64,0.87,0.39,0.35,0.87,0.2,0.38,0.01,0.96,I,S,S
GENOME_1605,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,5,5,3,4,2,4,0,10,10,3,1,0,0,8,0.19,0.72,0.51,0.56,0.03,0.76,0.16,0.39,0.25,0.91,I,S,S
GENOME_1606,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,3,0,1,7,2,7,6,1,2,4,0,2,1,0,9,0.35,0.75,0.17,0.23,0.09,0.66,0.15,0.31,0.14,0.85,S,I,S
GENOME_1607,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,9,4,5,4,0,3,6,1,7,7,4,7,0,2,7,0.41,0.59,0.09,0.64,0.04,0.91,0.03,0.32,0.14,0.66,S,S,S
GENOME_1608,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,6,3,2,8,0,2,5,2,5,4,0,0,2,8,5,0.37,0.65,0.47,0.54,0.47,0.46,0.34,0.61,0.06,0.83,S,R,S
GENOME_1609,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,5,5,6,2,3,8,7,0,8,8,0,5,2,4,0,0.36,0.81,0.3,0.19,0.08,0.9,0.13,0.56,0.38,0.95,S,S,I
GENOME_1610,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,2,5,2,2,4,0,2,0,10,6,5,2,0,3,7,0.29,0.77,0.94,0.92,0.1,0.88,0.29,0.31,0.04,0.68,S,S,S
GENOME_1611,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,2,2,7,5,4,7,7,0,10,7,5,8,2,6,3,0.41,0.87,0.95,0.55,0.18,0.91,0.04,0.75,0.09,0.89,S,I,R
GENOME_1612,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,3,4,4,8,4,4,2,3,9,3,0,9,2,1,0,0.21,0.52,0.4,0.5,0.29,0.84,0.24,0.61,0.13,0.96,I,R,R
GENOME_1613,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,9,4,2,5,0,7,1,3,10,6,2,10,1,5,2,0.52,0.65,0.48,0.36,0.53,0.76,0.21,0.32,0.01,1.0,I,I,R
GENOME_1614,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,5,2,0,10,4,9,5,3,8,5,2,0,1,9,5,0.29,0.64,0.34,0.77,0.41,0.84,0.14,0.28,0.04,0.74,R,R,S
GENOME_1615,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,4,9,2,2,7,1,0,6,3,1,1,0,1,0.52,0.89,0.33,0.63,0.0,0.82,0.11,0.62,0.23,0.95,S,I,I
GENOME_1616,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,9,4,2,6,1,5,6,1,5,6,6,5,2,3,7,0.37,0.88,0.84,0.49,0.27,0.78,0.17,0.61,0.07,1.0,S,S,R
GENOME_1617,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,3,0,3,2,4,10,3,2,10,6,5,3,1,5,4,0.25,0.52,0.7,0.22,0.24,0.89,0.09,0.22,0.16,0.55,S,S,S
GENOME_1618,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,8,4,3,4,2,6,2,0,10,7,1,9,0,9,4,0.19,0.38,0.52,0.47,0.48,0.85,0.15,0.7,0.12,0.97,S,S,S
GENOME_1619,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,6,2,2,9,2,7,4,3,2,6,5,0,2,3,0,0.23,0.75,0.68,0.57,0.19,0.68,0.15,0.59,0.15,0.94,S,S,S
GENOME_1620,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,10,3,5,8,1,6,6,3,4,3,1,9,0,6,8,0.22,0.77,0.69,0.38,0.22,0.75,0.45,0.55,0.06,0.89,I,S,S
GENOME_1621,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,5,2,5,9,0,6,2,0,0,6,4,3,2,2,10,0.19,0.81,0.63,0.4,0.07,0.69,0.08,0.44,0.65,0.95,S,S,S
GENOME_1622,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,10,2,0,2,4,1,2,3,10,5,4,1,0,2,1,0.45,0.54,0.03,0.52,0.62,0.85,0.15,0.73,0.08,0.83,R,S,S
GENOME_1623,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,4,0,3,3,2,2,6,3,10,9,3,8,1,9,8,0.22,0.5,0.57,0.31,0.24,0.9,0.16,0.53,0.23,0.95,S,S,S
GENOME_1624,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,8,2,5,2,1,6,8,6,6,2,7,9,0.14,0.78,0.36,0.61,0.15,0.73,0.03,0.25,0.0,1.0,S,S,S
GENOME_1625,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,6,6,1,2,5,1,5,4,2,5,2,1,9,0.26,0.87,0.99,0.77,0.15,0.67,0.16,0.56,0.07,0.81,S,S,S
GENOME_1626,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,5,0,6,6,2,8,5,3,9,7,0,8,0,0,10,0.22,0.78,0.4,0.16,0.08,0.86,0.17,0.91,0.09,0.61,S,S,S
GENOME_1627,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,8,4,5,10,4,8,2,3,4,5,2,7,2,4,0,0.23,0.49,0.42,0.21,0.1,0.83,0.21,0.77,0.45,0.83,I,R,S
GENOME_1628,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,8,3,1,2,0,5,4,1,1,3,5,1,0,6,9,0.08,0.63,0.12,0.22,0.12,0.69,0.27,0.29,0.08,0.89,S,S,S
GENOME_1629,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,2,3,6,2,0,3,0,7,10,2,2,1,3,7,0.55,0.83,0.01,0.49,0.12,0.67,0.04,0.68,0.08,0.7,I,S,S
GENOME_1630,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,6,0,2,8,0,0,7,0,4,6,5,6,0,7,2,0.04,0.71,0.54,0.47,0.19,0.91,0.25,0.51,0.14,0.77,S,S,S
GENOME_1631,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,6,0,7,6,2,3,1,3,1,7,3,9,0,0,2,0.06,0.84,0.87,0.24,0.11,0.85,0.08,0.34,0.04,0.94,S,S,S
GENOME_1632,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,9,5,1,8,2,10,3,2,3,8,2,3,2,4,6,0.42,0.91,0.57,0.82,0.44,0.93,0.13,0.29,0.18,0.95,R,I,S
GENOME_1633,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,2,4,9,6,2,9,7,1,10,1,1,6,0.12,0.87,0.06,0.47,0.19,0.91,0.1,0.56,0.08,0.85,S,S,R
GENOME_1634,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,9,1,0,6,0,7,4,3,7,7,2,5,1,2,6,0.14,0.51,0.49,0.87,0.35,0.61,0.21,0.68,0.06,0.82,R,S,S
GENOME_1635,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,3,5,8,7,3,2,6,0,7,8,1,8,1,5,10,0.1,0.94,0.52,0.7,0.43,0.9,0.08,0.47,0.1,0.86,I,R,I
GENOME_1636,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,7,3,2,7,4,3,6,2,2,10,4,6,1,1,6,0.24,0.91,0.47,0.61,0.11,0.78,0.15,0.48,0.09,0.88,S,S,I
GENOME_1637,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,5,2,7,5,0,10,6,1,9,8,4,2,2,7,2,0.26,0.69,0.92,0.45,0.09,0.69,0.18,0.92,0.14,0.84,I,I,R
GENOME_1638,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,10,0,6,6,0,5,6,2,7,5,5,5,2,3,7,0.6,0.88,0.01,0.38,0.51,0.86,0.42,0.32,0.3,0.9,I,S,S
GENOME_1639,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,6,4,0,9,0,10,4,1,9,8,3,6,2,9,0,0.18,0.89,0.66,0.41,0.31,0.72,0.08,0.73,0.05,0.99,S,R,S
GENOME_1640,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,9,5,5,7,3,8,3,2,8,9,0,0,1,6,2,0.32,0.85,0.15,0.74,0.14,0.91,0.41,0.3,0.06,0.91,R,I,R
GENOME_1641,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,10,1,7,2,4,3,3,0,1,9,2,6,0,4,7,0.46,0.77,0.38,0.16,0.55,0.84,0.16,0.68,0.04,0.96,I,S,S
GENOME_1642,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,10,0,5,6,3,2,6,3,5,4,0,4,1,6,1,0.14,0.25,0.09,0.6,0.16,0.82,0.05,0.44,0.02,0.85,S,S,S
GENOME_1643,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,5,4,8,8,2,9,2,3,10,4,1,6,1,6,6,0.17,0.65,0.73,0.38,0.15,0.84,0.55,0.53,0.17,0.98,I,I,I
GENOME_1644,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,8,0,2,9,1,9,3,3,2,8,0,6,1,9,3,0.29,0.69,0.93,0.71,0.47,0.83,0.07,0.27,0.19,0.98,S,S,S
GENOME_1645,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,10,3,5,5,3,8,7,1,4,3,2,5,0,1,5,0.3,0.61,0.26,0.73,0.1,0.89,0.45,0.7,0.01,0.96,R,S,R
GENOME_1646,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,9,5,3,3,2,6,6,3,3,8,5,2,0,5,8,0.5,0.75,0.75,0.52,0.41,0.87,0.11,0.36,0.04,0.93,I,S,S
